17.8199	4.30332	32.9223	1.0467
30.5076	3.04926	33.2706	0.803622
45.7194	2.45888	23.177	0.654423
61.5827	2.13266	14.3161	0.612302
94.07	1.73413	7.35189	0.653433
109.802	1.56384	7.8557	0.564089
124.909	1.45458	10.1186	0.603996
139.496	1.41911	10.854	0.642664
153.462	1.52293	16.8539	0.740264
20.7149	3.98833	30.93	0.814199
34.3306	3.06703	30.6578	0.64622
49.6005	2.61058	21.4158	0.578462
65.3357	2.32894	11.0745	0.600373
97.2177	1.91797	6.19942	0.557853
112.585	1.71007	8.19901	0.584803
127.421	1.59006	10.5665	0.675309
141.806	1.52656	13.2134	0.680214
155.606	1.60125	18.6756	0.667056
27.1275	3.37107	36.7455	0.849695
41.3669	2.76968	32.0114	0.618009
56.424	2.4485	20.6923	0.712554
71.7795	2.22609	10.4403	0.715562
102.617	1.89693	8.05814	0.685019
117.451	1.74789	8.55039	0.729849
131.87	1.67878	13.586	0.786228
145.877	1.64972	16.4623	0.804071
159.393	1.84715	20.3395	0.758865
20.3186	4.08535	41.7314	1.27311
32.9312	3.12879	36.6399	0.959397
47.3223	2.70115	26.5826	0.741073
62.1786	2.43667	16.1994	0.696179
77.1644	2.24711	8.05891	0.663298
107.23	1.91495	7.81001	0.746646
121.592	1.76622	10.7402	0.698488
135.685	1.6925	16.0029	0.89645
149.454	1.70408	17.8231	0.857137
162.557	1.94819	19.0297	0.756261
24.4385	3.68789	41.9758	1.40651
37.838	2.99598	35.4066	0.829059
52.2716	2.64396	21.5213	0.82156
66.9177	2.42579	14.732	0.628886
81.6065	2.25145	8.77312	0.724734
111.024	1.91169	8.67122	0.678739
124.985	1.75968	11.7283	0.729488
138.741	1.68553	13.6807	0.780145
152.286	1.70669	19.094	0.788772
164.969	2.05371	20.0458	0.779702
29.8596	3.38691	39.3322	0.870614
43.8639	2.88736	29.5428	0.772002
58.1876	2.5975	18.9427	0.678218
72.5702	2.40502	11.875	0.752818
87.1496	2.265	7.22958	0.643259
115.587	1.89806	8.86566	0.675277
129.165	1.78921	12.0308	0.878392
142.642	1.7107	17.3555	0.910576
155.835	1.75183	20.8809	0.974966
167.97	2.30631	19.8281	0.745545
36.7703	2.84472	35.4389	0.793034
50.9958	2.51487	21.6267	0.644696
65.1732	2.35081	15.1854	0.782901
79.3314	2.24778	9.92463	0.664041
93.4507	2.10574	6.87822	0.75672
120.804	1.83262	9.88647	0.94762
134.075	1.7374	12.4331	0.727677
147.191	1.733	15.1183	0.950423
159.969	1.87134	19.5418	0.921958
41.1949	2.73567	30.0363	0.812208
55.3105	2.41955	19.1498	0.659957
69.3083	2.25732	12.26	0.716113
83.3231	2.09113	7.87631	0.610015
97.2514	1.95367	6.90101	0.876679
123.844	1.66256	9.44684	0.816239
136.868	1.59384	12.7869	0.954268
149.751	1.57622	16.6227	0.921387
162.233	1.78827	16.5003	0.886301
